Fid,Geometry,Latitude,Longitude,Number of Records,E Sense Atte,E Sense Medi
12258,POINT,40.764296,-73.958645,1,74,84
53339,POINT,40.807822,-73.94131,1,26,87
27475,POINT,40.805036,-73.965995,1,27,87
66330,POINT,40.791561,-73.972069,1,37,87
11209,POINT,40.738173,-73.97764,1,43,87
47852,POINT,40.72358,-73.992831,1,50,87
66440,POINT,40.789644,-73.973627,1,66,87
30749,POINT,40.762137,-73.997368,1,75,87
39863,POINT,40.678445,-74.007306,1,44,88
24119,POINT,40.720384,-73.985441,1,61,88
25883,POINT,40.765737,-73.976554,1,64,88
67937,POINT,40.713394,-74.008953,1,69,88
55156,POINT,40.802551,-73.949209,1,83,88
70749,POINT,40.720127,-74.010923,1,84,88
70727,POINT,40.720835,-74.010234,1,84,88
70417,POINT,40.729086,-74.009388,1,11,90
44235,POINT,40.827013,-73.935067,1,23,90
22866,POINT,40.766343,-73.960136,1,27,90
14103,POINT,40.757031,-73.986479,1,29,90
17174,POINT,40.864242,-73.918944,1,34,90
13506,POINT,40.772347,-73.982357,1,43,90
26842,POINT,40.783403,-73.981856,1,50,90
53092,POINT,40.81406,-73.936714,1,100,90
17990,POINT,40.85917,-73.930935,1,16,91
10302,POINT,40.727705,-73.985338,1,23,91
20386,POINT,40.841778,-73.939155,1,29,91
34723,POINT,40.859714,-73.929654,1,56,91
86161,POINT,40.721365,-73.994753,1,67,91
48545,POINT,40.721111,-73.977884,1,1,93
54643,POINT,40.755798,-73.979187,1,21,93
18041,POINT,40.859201,-73.931028,1,23,93
7493,POINT,40.713115,-74.005458,1,29,93
25344,POINT,40.748579,-73.988793,1,35,93
68809,POINT,40.742215,-74.008007,1,43,93
30249,POINT,40.788932,-73.980991,1,67,93
48728,POINT,40.722729,-73.976767,1,13,94
66274,POINT,40.792945,-73.971417,1,24,94
76741,POINT,40.725416,-73.976225,1,29,94
67783,POINT,40.711979,-74.005534,1,37,94
18002,POINT,40.859257,-73.931008,1,51,94
30051,POINT,40.795527,-73.975951,1,56,94
20039,POINT,40.841646,-73.939166,1,30,96
83399,POINT,40.714018,-73.999792,1,83,96
48614,POINT,40.722167,-73.980252,1,17,97
67792,POINT,40.71222,-74.005358,1,27,97
67794,POINT,40.712332,-74.005239,1,27,97
48560,POINT,40.720968,-73.978815,1,1,100
48558,POINT,40.720907,-73.978674,1,1,100
48550,POINT,40.720814,-73.978029,1,1,100
29317,POINT,40.816413,-73.961826,1,1,100
1240,POINT,40.709725,-74.010617,1,11,100
1237,POINT,40.709757,-74.010064,1,11,100
1233,POINT,40.709775,-74.009176,1,11,100
1236,POINT,40.709775,-74.009176,1,11,100
48751,POINT,40.723834,-73.97822,1,14,100
28434,POINT,40.841564,-73.942333,1,16,100
66273,POINT,40.792962,-73.971388,1,17,100
39657,POINT,40.763544,-73.969618,1,20,100
4967,POINT,40.722467,-74.001001,1,21,100
43208,POINT,40.761618,-73.986538,1,21,100
70692,POINT,40.722022,-74.009772,1,23,100
4969,POINT,40.722467,-74.001001,1,23,100
4970,POINT,40.722467,-74.001001,1,23,100
4978,POINT,40.722467,-74.001001,1,23,100
67751,POINT,40.71187,-74.005469,1,26,100
70122,POINT,40.740286,-74.007975,1,30,100
69841,POINT,40.73996,-74.005626,1,30,100
69842,POINT,40.73996,-74.005626,1,30,100
85877,POINT,40.716305,-73.995935,1,50,100
57413,POINT,40.79793,-73.961953,1,63,100
